aid,sdate,edate,scomplete,ipblock,ipcountry,duration,stateregion,country,r1_predictout,r2_predictout,r3_predictout,r4_predictout,r5_predictout,r6_predictout,r7_predictout,r8_predictout,r9_predictout,r10_predictout,r11_predictout,r12_predictout,r13_predictout,r14_predictout,r15_predictout,r16_predictout,r17_predictout,r18_predictout,r19_predictout,r20_predictout,r21_predictout,r22_predictout,r23_predictout,r24_predictout,r25_predictout,r26_predictout,r27_predictout,r28_predictout,r29_predictout,r30_predictout,r31_predictout,r32_predictout,r33_predictout,r34_predictout,r35_predictout,r36_predictout,r37_predictout,r38_predictout,r39_predictout,r40_predictout,consent_sec,recaptcha,intdetect,outsideus,education,gender,gender_text,byear,race_aa,race_asian,race_hisp,race_meast,race_multi,race_island,race_white,race_ident,race_ident_text,race_nat,employment,hhinc,marr_status,pol_ideo,pol_pident,pol_pident_text,numreason1,numreason2,numreason3,bfi_1,bfi_2,bfi_3,bfi_4,bfi_5,bfi_6,bfi_7,bfi_8,bfi_9,bfi_10,bfi_11,bfi_12,bfi_13,bfi_14,bfi_15,bfi_16,bfi_17,bfi_18,bfi_19,bfi_20,bfi_21,bfi_22,bfi_23,bfi_24,bfi_25,bfi_26,bfi_27,bfi_28,bfi_29,bfi_30,bfi_31,bfi_32,bfi_33,bfi_34,bfi_35,bfi_36,bfi_37,bfi_38,bfi_39,bfi_40,bfi_41,bfi_42,bfi_43,bfi_44,soc_dist1,soc_dist2,soc_dist3,soc_dist4,soc_dist5,soc_dist6,soc_dist7,soc_dist_DQ,true_dice_DQ,soc_dist_CM,true_dice_CM
934.0,4/7/20 3:28,4/7/20 4:46,Yes,No,United States,4685,CA,United States,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,165.044,1.0,No,No,4-year degree,Male,,1985,,,,,,,1.0,,,,Self-employed,"$30,000 - $39,999",Married or in a domestic partnership,Extremely liberal,Republican,,7.0,1.0,39.0,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,9.0,10,9.0,10,9.0,10,9.0,,,No/Different,Yes/Similar
935.0,4/6/20 9:38,4/6/20 9:53,Yes,No,United States,887,CO,United States,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,22.947,1.0,No,No,4-year degree,Male,,1961,,,,,,,1.0,,,,Retired,"$125,000 or more",Married or in a domestic partnership,Extremely conservative,"Independent, but lean Republican",,4.0,10.0,39.0,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,9.0,9.0,9.0,5.0,7.0,2.0,5.0,No,Yes,,
936.0,4/6/20 15:03,4/6/20 15:23,Yes,No,United States,1211,CA,United States,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,33.874,1.0,No,No,Some college,Male,,1955,,,,,,,1.0,,,,Self-employed,"$40,000 - $49,999",Divorced,Slightly conservative,"Independent, but lean Republican",,8.0,1.0,39.0,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,No,Yes,,
937.0,4/6/20 15:06,4/6/20 15:22,Yes,No,United States,968,TX,United States,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,29.193,1.0,No,No,4-year degree,Male,,1991,,,,,,,1.0,,,,Employed full-time in an organization,"$70,000 - $79,999","Single, never married",Liberal,Democrat,,4.0,50.0,39.0,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Entirely willing,10,Entirely willing,9.0,8.0,10,9.0,No,Yes,,
938.0,4/6/20 18:36,4/6/20 18:48,Yes,No,United States,729,FL,United States,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,21.647,1.0,No,No,4-year degree,Female,,1993,,,,,,,1.0,,,,Employed full-time in an organization,"$30,000 - $39,999","Single, never married",Liberal,Democrat,,8.0,10.0,39.0,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,7.0,,,Yes/Similar,Yes/Similar
939.0,4/6/20 9:45,4/6/20 9:58,Yes,No,United States,822,CA,United States,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,22.468,1.0,No,No,4-year degree,Male,,1978,,,,,,,1.0,,,,Employed full-time in an organization,"$125,000 or more","Single, never married",Conservative,Republican,,4.0,10.0,39.0,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,10,Not at all willing,,,Yes/Similar,No/Different
940.0,4/6/20 15:02,4/6/20 15:20,Yes,No,United States,1084,MN,United States,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36.425,1.0,No,No,4-year degree,Male,,1991,,,,,,,1.0,,,,Employed full-time in an organization,"$50,000 - $59,999","Single, never married",Liberal,Democrat,,4.0,10.0,39.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,6.0,4.0,2.0,4.0,4.0,5.0,5.0,No,No,,
941.0,4/6/20 15:05,4/6/20 15:20,Yes,No,United States,876,CA,United States,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,21.329,1.0,No,No,4-year degree,Male,,1983,,,,,,,1.0,,,,Employed full-time in an organization,"$90,000 - $99,999",Married or in a domestic partnership,Moderate; middle of the road,"Independent, but lean Republican",,4.0,10.0,39.0,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,10,Entirely willing,Entirely willing,Entirely willing,9.0,10,9.0,No,No,,
942.0,4/6/20 15:05,4/6/20 15:30,Yes,No,United States,1480,HI,United States,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,27.635,1.0,No,No,Some college,Male,,1955,,1.0,,,,,,,,,"Unemployed, not looking for work","Less than $10,000","Single, never married",Liberal,"Independent, but lean Democrat",,4.0,10.0,39.0,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,No,Yes,,
943.0,4/7/20 15:11,4/7/20 15:31,Yes,No,United States,1198,PA,United States,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25.114,1.0,No,No,Some college,Female,,1981,,,,,,,1.0,,,,Employed full-time in an organization,"$40,000 - $49,999",Married or in a domestic partnership,Conservative,Republican,,8.0,10.0,39.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,9.0,8.0,7.0,7.0,4.0,6.0,3.0,No,Yes,,
944.0,4/6/20 11:14,4/6/20 11:28,Yes,No,United States,850,FL,United States,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,54.57,1.0,No,No,Some college,Male,,1982,,,,,,,1.0,,,,Employed full-time in an organization,"$10,000 - $19,999","Single, never married",Liberal,Democrat,,4.0,10.0,39.0,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Entirely willing,Entirely willing,Entirely willing,Entirely willing,5.0,Entirely willing,Entirely willing,,,Yes/Similar,No/Different
945.0,4/6/20 15:21,4/6/20 15:50,Yes,No,United States,1719,LA,United States,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,35.97,1.0,No,No,Professional degree,Male,,1950,,,,,,,1.0,,,,Self-employed,"$70,000 - $79,999",Divorced,Extremely liberal,Democrat,,8.0,10.0,39.0,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Entirely willing,Entirely willing,Entirely willing,Entirely willing,9.0,9.0,10,,,Yes/Similar,No/Different
946.0,4/6/20 15:03,4/6/20 15:17,Yes,No,United States,880,MN,United States,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,21.587,1.0,No,No,Some college,Male,,1980,,,,,,,1.0,,,,Employed full-time in an organization,"$30,000 - $39,999","Single, never married",Liberal,Democrat,,4.0,10.0,39.0,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Entirely willing,Entirely willing,Entirely willing,10,10,10,8.0,,,No/Different,No/Different
947.0,4/6/20 15:02,4/6/20 15:25,Yes,No,United States,1379,MT,United States,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,24.325,1.0,No,No,4-year degree,Male,,1984,,,1.0,,,,1.0,,,,Self-employed,"$60,000 - $69,999",Married or in a domestic partnership,Liberal,Democrat,,4.0,10.0,39.0,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Entirely willing,7.0,9.0,Entirely willing,5.0,7.0,Entirely willing,No,Yes,,
948.0,4/6/20 15:09,4/6/20 15:30,Yes,No,United States,1252,MD,United States,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,27.196,1.0,No,No,Professional degree,Male,,1980,,,,,,,1.0,,,,Employed full-time in an organization,"$50,000 - $59,999",Married or in a domestic partnership,Liberal,Democrat,,8.0,50.0,39.0,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,,,No/Different,No/Different
949.0,4/6/20 15:07,4/6/20 15:30,Yes,No,United States,1367,KY,United States,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,55.237,1.0,No,No,Some college,Female,,1988,,,,,,,1.0,,,,Currently unable to work,"$10,000 - $19,999","Single, never married",Slightly liberal,"Independent, but lean Democrat",,4.0,10.0,39.0,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Entirely willing,Entirely willing,Entirely willing,Entirely willing,10,10,10,No,Yes,,
950.0,4/6/20 15:03,4/6/20 15:35,Yes,No,United States,1967,NC,United States,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,41.545,1.0,No,No,4-year degree,Male,,1957,,,,,,,1.0,,,,Currently unable to work,"$40,000 - $49,999",Married or in a domestic partnership,Slightly liberal,"Independent, but lean Democrat",,4.0,10.0,39.0,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,8.0,Entirely willing,No,Yes,,
951.0,4/6/20 16:52,4/6/20 18:23,Yes,No,United States,5427,MS,United States,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,21.37,1.0,No,No,Some college,Female,,1963,1.0,,,,,,,,,,Currently unable to work,"$20,000 - $29,999","Single, never married",Liberal,Democrat,,4.0,10.0,39.0,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,Entirely willing,,,No/Different,No/Different
952.0,4/6/20 15:06,4/6/20 15:23,Yes,No,United States,995,ME,United States,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,24.691,1.0,No,No,4-year degree,Male,,1969,,,,,,,1.0,,,,Employed full-time in an organization,"$20,000 - $29,999",Married or in a domestic partnership,Liberal,Democrat,,4.0,10.0,39.0,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Entirely willing,Entirely willing,Entirely willing,Entirely willing,10,10,Entirely willing,,,Yes/Similar,No/Different
